ID,Classe
961,0
962,3
963,3
964,1
965,0
966,7
967,1
968,0
969,0
970,7
971,1
972,1
973,1
974,0
975,7
976,3
977,1
978,1
979,3
980,3
981,5
982,5
983,4
984,1
985,3
986,0
987,1
988,0
989,0
990,0
991,0
992,0
993,7
994,7
995,1
996,7
997,0
998,3
999,1
1000,0
1001,0
1002,5
1003,0
1004,0
1005,0
1006,4
1007,5
1008,3
1009,1
1010,0
1011,6
1012,2
1013,0
1014,3
1015,3
1016,5
1017,1
1018,0
1019,0
1020,1
1021,0
1022,7
1023,3
1024,7
1025,3
1026,0
1027,0
1028,0
1029,3
1030,7
1031,1
1032,2
1033,7
1034,3
1035,4
1036,1
1037,1
1038,2
1039,3
1040,2
1041,2
1042,0
1043,0
1044,2
1045,1
1046,1
1047,3
1048,3
1049,3
1050,3
1051,3
1052,1
1053,1
1054,0
1055,0
1056,7
1057,1
1058,7
1059,7
1060,3
1061,2
1062,2
1063,2
1064,0
1065,6
1066,3
1067,1
1068,7
1069,7
1070,0
1071,7
1072,1
1073,7
1074,7
1075,4
1076,3
1077,7
1078,3
1079,7
1080,3
1081,3
1082,3
1083,3
1084,3
1085,5
1086,1
1087,1
1088,2
1089,0
1090,7
1091,2
1092,1
1093,7
1094,2
1095,1
1096,3
1097,3
1098,0
1099,0
1100,5
1101,6
1102,0
1103,7
1104,3
1105,1
1106,0
1107,0
1108,4
1109,0
1110,0
1111,1
1112,7
1113,0
1114,0
1115,0
1116,5
1117,2
1118,2
1119,3
1120,1
1121,7
1122,1
1123,6
1124,5
1125,0
1126,7
1127,3
1128,7
1129,0
1130,0
1131,0
1132,0
1133,1
1134,7
1135,0
1136,7
1137,6
1138,1
1139,1
1140,4
1141,7
1142,3
1143,0
1144,3
1145,0
1146,3
1147,1
1148,7
1149,7
1150,3
1151,4
1152,1
1153,6
1154,6
1155,6
1156,0
1157,0
1158,3
1159,1
1160,7
1161,0
1162,1
1163,0
1164,3
1165,5
1166,7
1167,2
1168,1
1169,0
1170,1
1171,3
1172,6
1173,1
1174,1
1175,0
1176,0
1177,0
1178,6
1179,6
1180,4
1181,0
1182,0
1183,0
1184,3
1185,0
1186,3
1187,4
1188,7
1189,6
1190,7
1191,3
1192,1
1193,0
1194,0
1195,3
1196,0
1197,0
1198,7
1199,7
1200,7
1201,7
1202,1
1203,3
1204,4
1205,2
1206,1
1207,0
1208,7
1209,7
1210,2
1211,0
1212,0
1213,7
1214,3
1215,1
1216,0
1217,0
1218,1
1219,2
1220,2
1221,1
1222,0
1223,0
1224,2
1225,0
1226,0
1227,7
1228,0
1229,7
1230,1
1231,0
1232,0
1233,0
1234,3
1235,7
1236,0
1237,4
1238,5
1239,3
1240,1
1241,7
1242,7
1243,1
1244,7
1245,2
1246,7
1247,3
1248,1
1249,0
1250,0
1251,0
1252,3
1253,3
1254,0
1255,1
1256,7
1257,7
1258,7
1259,1
1260,0
1261,1
1262,4
1263,3
1264,0
1265,7
1266,4
1267,3
1268,5
1269,2
1270,5
1271,7
1272,0
1273,2
1274,2
1275,3
1276,7
1277,7
1278,3
1279,1
1280,3
1281,0
1282,5
1283,0
1284,3
1285,3
1286,3
1287,0
1288,3
1289,2
1290,1
1291,2
1292,3
1293,0
1294,5
1295,1
1296,1
1297,5
1298,2
1299,5
1300,2
1301,0
1302,1
1303,6
1304,1
1305,1
1306,1
1307,1
1308,3
1309,0
1310,0
1311,7
1312,7
1313,7
1314,7
1315,2
1316,2
1317,0
1318,0
1319,7
1320,0
1321,6
1322,7
1323,0
1324,7
1325,2
1326,5
1327,3
1328,0
1329,3
1330,0
1331,0
1332,4
1333,0
1334,6
1335,7
1336,7
1337,2
1338,3
1339,3
1340,7
1341,7
1342,2
1343,1
1344,7
1345,3
1346,5
1347,5
1348,3
1349,0
1350,6
1351,0
1352,0
1353,3
1354,1
1355,7
1356,0
1357,5
1358,0
1359,3
1360,7
1361,0
1362,7
1363,3
1364,3
1365,7
1366,2
1367,1
1368,4
1369,7
1370,0
1371,4
1372,3
1373,2
1374,1
1375,7
1376,0
1377,7
1378,7
1379,1
1380,1
1381,3
1382,3
1383,1
1384,1
1385,1
1386,1
1387,2
1388,3
1389,1
1390,0
1391,0
1392,3
1393,0
1394,3
1395,7
1396,1
1397,0
1398,0
1399,0
1400,0
1401,7
1402,5
1403,2
1404,3
1405,2
1406,1
1407,1
1408,7
1409,7
1410,2
1411,3
1412,3
1413,6
1414,7
1415,3
1416,3
1417,7
1418,0
1419,3
1420,3
1421,7
1422,7
1423,1
1424,0
1425,0
1426,1
1427,0
1428,3
1429,1
1430,7
1431,3
1432,1
1433,0
1434,0
1435,0
1436,5
1437,5
1438,2
1439,1
1440,2
1441,0
1442,0
1443,0
1444,5
1445,5
1446,7
1447,7
1448,0
1449,0
1450,2
1451,5
1452,0
1453,2
1454,7
1455,7
1456,0
1457,1
1458,1
1459,1
1460,6
1461,4
1462,7
1463,1
1464,0
1465,1
1466,1
1467,4
1468,3
1469,0
1470,7
1471,7
1472,7
1473,3
1474,0
1475,4
1476,0
1477,4
1478,7
1479,1
1480,1
1481,3
1482,6
1483,2
1484,3
1485,5
1486,7
1487,7
1488,5
1489,2
1490,1
1491,0
1492,0
1493,3
1494,2
1495,0
1496,2
1497,0
1498,0
1499,5
1500,2
1501,3
1502,2
1503,3
1504,3
1505,1
1506,1
1507,1
1508,1
1509,1
1510,1
1511,1
1512,0
1513,7
1514,1
1515,7
1516,7
1517,1
1518,7
1519,1
1520,2
1521,1
1522,3
1523,3
1524,0
1525,0
1526,0
1527,1
1528,0
1529,5
1530,5
1531,0
1532,0
1533,7
1534,0
1535,0
1536,0
1537,0
1538,1
1539,7
1540,3
1541,4
1542,5
1543,1
1544,0
1545,0
1546,1
1547,0
1548,5
1549,7
1550,0
1551,0
1552,6
1553,1
1554,0
1555,7
1556,2
1557,1
1558,4
1559,0
1560,7
1561,5
1562,0
1563,3
1564,1
1565,3
1566,2
1567,1
1568,3
1569,0
1570,1
1571,1
1572,4
1573,1
1574,7
1575,1
1576,0
1577,0
1578,0
1579,1
1580,3
1581,0
1582,3
1583,1
1584,0
1585,5
1586,0
1587,0
1588,3
1589,3
1590,7
1591,3
1592,7
1593,7
1594,6
1595,7
1596,7
1597,2
1598,0
1599,0
1600,0
1601,3
1602,1
1603,1
1604,1
1605,0
1606,6
1607,7
1608,6
1609,0
1610,3
1611,7
1612,0
1613,0
1614,1
1615,5
1616,0
1617,0
1618,0
1619,7
1620,0
1621,0
1622,1
1623,3
1624,6
1625,7
1626,7
1627,0
1628,3
1629,0
1630,3
1631,2
1632,3
1633,0
1634,4
1635,5
1636,0
1637,0
1638,1
1639,4
1640,0
1641,0
1642,7
1643,1
1644,2
1645,0
1646,3
1647,0
1648,0
1649,7
1650,0
1651,0
1652,4
1653,0
1654,3
1655,7
1656,2
1657,0
1658,5
1659,6
1660,1
1661,7
1662,7
1663,1
1664,0
1665,1
1666,7
1667,3
1668,3
1669,3
1670,1
1671,1
1672,4
1673,7
1674,1
1675,6
1676,2
1677,3
1678,7
1679,7
1680,7
1681,7
1682,3
1683,7
1684,3
1685,5
1686,0
1687,0
1688,3
1689,1
1690,2
1691,6
1692,2
1693,0
1694,4
1695,7
1696,2
1697,3
1698,7
1699,0
1700,0
1701,1
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,1
1710,5
1711,0
1712,0
1713,0
1714,3
1715,3
1716,7
1717,4
1718,1
1719,5
1720,5
1721,0
1722,0
1723,0
1724,0
1725,1
1726,7
1727,2
1728,2
1729,0
1730,7
1731,7
1732,0
1733,3
1734,5
1735,1
1736,6
1737,0
1738,0
1739,0
1740,7
1741,2
1742,2
1743,1
1744,0
1745,0
1746,4
1747,2
1748,6
1749,7
1750,3
1751,7
1752,1
1753,3
1754,0
1755,7
1756,0
1757,0
1758,0
1759,5
1760,1
1761,7
1762,1
1763,1
1764,0
1765,3
1766,3
1767,4
1768,7
1769,7
1770,1
1771,1
1772,3
1773,7
1774,1
1775,0
1776,3
1777,3
1778,0
1779,0
1780,3
1781,3
1782,5
1783,0
1784,3
1785,3
1786,7
1787,3
1788,0
1789,0
1790,0
1791,7
1792,1
1793,5
1794,0
1795,0
1796,2
1797,5
1798,7
1799,2
1800,0
1801,1
1802,0
1803,0
1804,1
1805,1
1806,7
1807,0
1808,3
1809,3
1810,7
1811,0
1812,3
1813,0
1814,0
1815,0
1816,7
1817,5
1818,0
1819,7
1820,7
1821,7
1822,1
1823,6
1824,1
1825,0
1826,0
1827,4
1828,3
1829,0
1830,0
1831,6
1832,3
1833,5
1834,3
1835,3
1836,7
1837,3
1838,6
1839,1
1840,4
1841,7
1842,5
1843,4
1844,7
1845,3
1846,0
1847,0
1848,1
1849,0
1850,0
1851,4
1852,7
1853,1
1854,2
1855,0
1856,3
1857,7
1858,7
1859,1
1860,3
1861,3
1862,0
1863,0
1864,0
1865,7
1866,4
1867,1
1868,6
1869,7
1870,7
1871,0
1872,7
1873,0
1874,0
1875,0
1876,0
1877,0
1878,2
1879,3
1880,2
1881,7
1882,0
1883,6
1884,3
1885,3
1886,0
1887,3
1888,2
1889,7
1890,2
1891,2
1892,2
1893,2
1894,0
1895,0
1896,2
1897,0
1898,1
1899,1
1900,1
1901,5
1902,1
1903,0
1904,0
1905,1
1906,3
1907,7
1908,0
1909,3
1910,3
1911,1
1912,0
1913,7
1914,7
1915,1
1916,3
1917,3
1918,1
1919,7
1920,0
1921,6
1922,0
1923,5
1924,6
1925,1
1926,0
1927,0
1928,3
1929,3
1930,0
1931,3
1932,6
1933,3
1934,2
1935,0
1936,0
1937,3
1938,1
1939,0
1940,0
1941,0
1942,3
1943,2
1944,1
1945,2
1946,1
1947,1
1948,0
1949,5
1950,5
1951,0
1952,0
1953,0
1954,3
1955,7
1956,7
1957,4
1958,0
1959,0
1960,3
1961,0
1962,5
1963,1
1964,1
1965,7
1966,3
1967,0
1968,3
1969,7
1970,4
1971,1
1972,0
1973,1
1974,0
1975,5
1976,1
1977,0
1978,2
1979,1
1980,4
1981,4
1982,0
1983,0
1984,4
1985,2
1986,4
1987,7
1988,7
1989,5
1990,1
1991,5
1992,0
1993,0
1994,1
1995,1
1996,3
1997,0
1998,0
1999,0
2000,2
2001,2
2002,2
2003,2
2004,0
2005,0
2006,7
2007,1
2008,1
2009,1
2010,3
2011,3
2012,7
2013,3
2014,0
2015,0
2016,6
2017,3
2018,2
2019,7
2020,7
2021,0
2022,7
2023,7
2024,3
2025,7
2026,1
2027,6
2028,1
2029,2
2030,0
2031,1
2032,7
2033,1
2034,1
2035,0
2036,0
2037,1
2038,1
2039,0
2040,5
2041,3
2042,1
2043,7
2044,1
2045,4
2046,1
2047,5
2048,1
2049,7
2050,0
2051,0
2052,1
2053,0
2054,7
2055,1
2056,3
2057,3
2058,3
2059,0
2060,3
2061,3
2062,4
2063,3
2064,1
2065,1
2066,1
2067,3
2068,3
2069,7
2070,7
2071,2
2072,7
2073,0
2074,1
2075,7
2076,1
2077,4
2078,4
2079,3
2080,3
2081,1
2082,7
2083,7
2084,0
2085,1
2086,0
2087,0
2088,7
2089,0
2090,7
2091,0
2092,1
2093,1
2094,1
2095,0
2096,3
2097,5
2098,0
2099,0
2100,0
2101,1
2102,0
2103,0
2104,1
2105,1
2106,7
2107,0
2108,0
2109,7
2110,3
2111,1
2112,0
2113,1
2114,1
2115,3
2116,0
2117,2
2118,0
2119,3
2120,0
2121,7
2122,3
2123,0
2124,0
2125,1
2126,3
2127,0
2128,3
2129,2
2130,5
2131,0
2132,3
2133,5
2134,5
2135,4
2136,3
2137,3
2138,4
2139,3
2140,7
2141,3
2142,5
2143,3
2144,2
2145,2
2146,1
2147,4
2148,0
2149,3
2150,7
2151,0
2152,1
2153,3
2154,3
2155,1
2156,0
2157,1
2158,3
2159,3
2160,3
2161,1
2162,0
2163,7
2164,0
2165,0
2166,2
2167,3
2168,3
2169,0
2170,6
2171,6
2172,0
2173,0
2174,7
2175,0
2176,5
2177,7
2178,7
2179,6
2180,0
2181,4
2182,0
2183,0
2184,0
2185,1
2186,7
2187,1
2188,5
2189,5
2190,0
2191,0
2192,1
2193,2
2194,0
2195,1
2196,7
2197,0
2198,0
2199,7
2200,2
2201,1
2202,5
2203,1
2204,1
2205,0
2206,3
2207,7
2208,1
2209,1
2210,3
2211,0
2212,0
2213,0
2214,2
2215,3
2216,0
2217,1
2218,0
2219,0
2220,0
2221,0
2222,3
2223,2
2224,1
2225,0
2226,1
2227,0
2228,3
2229,3
2230,3
2231,0
2232,0
2233,7
2234,0
2235,7
2236,3
2237,0
2238,5
2239,5
2240,5
2241,0
2242,7
2243,7
2244,0
2245,3
2246,1
2247,2
2248,1
2249,3
2250,7
2251,2
2252,5
2253,6
2254,7
2255,3
2256,3
2257,7
2258,3
2259,1
2260,1
2261,7
2262,1
2263,7
2264,3
2265,2
2266,1
2267,3
2268,1
2269,1
2270,5
2271,7
2272,1
2273,2
2274,3
2275,7
2276,1
2277,0
2278,7
2279,2
2280,7
2281,7
2282,0
2283,0
2284,1
2285,4
2286,7
2287,4
2288,7
2289,1
2290,7
2291,3
2292,3
2293,7
2294,0
2295,0
2296,5
2297,1
2298,3
2299,0
2300,0
2301,1
2302,7
2303,0
2304,0
2305,3
2306,3
2307,0
2308,2
2309,3
2310,0
2311,7
2312,0
2313,1
2314,3
2315,0
2316,0
2317,2
2318,2
2319,0
2320,0
2321,0
2322,2
2323,2
2324,0
2325,1
2326,1
2327,0
2328,0
2329,0
2330,3
2331,2
2332,0
2333,2
2334,1
2335,2
2336,3
2337,4
2338,0
2339,5
2340,6
2341,4
2342,0
2343,0
2344,0
2345,1
2346,1
2347,0
2348,7
2349,7
2350,6
2351,7
2352,5
2353,2
2354,7
2355,0
2356,0
2357,0
2358,3
2359,7
2360,0
2361,0
2362,0
2363,7
2364,7
2365,2
2366,1
2367,7
2368,3
2369,3
2370,3
2371,1
2372,5
2373,6
2374,0
2375,5
2376,7
2377,0
2378,3
2379,2
2380,3
2381,2
2382,5
2383,0
2384,0
2385,1
2386,1
2387,7
2388,3
2389,3
2390,0
2391,0
2392,2
2393,0
2394,5
2395,5
2396,7
2397,7
2398,7
2399,1
2400,6
2401,7
2402,1
2403,7
2404,3
2405,0
2406,0
2407,0
2408,7
2409,3
2410,0
2411,0
2412,0
2413,1
2414,7
2415,4
2416,3
2417,1
2418,7
2419,0
2420,2
2421,2
2422,2
2423,7
2424,7
2425,0
2426,2
2427,1
2428,3
2429,0
2430,0
2431,2
2432,0
2433,5
2434,3
2435,7
2436,3
2437,0
2438,3
2439,0
2440,5
2441,7
2442,1
2443,4
2444,7
2445,1
2446,1
2447,1
2448,0
2449,3
2450,0
2451,5
2452,3
2453,3
2454,5
2455,1
2456,1
2457,1
2458,1
2459,1
2460,4
2461,7
2462,6
2463,0
2464,3
2465,0
2466,1
2467,0
2468,6
2469,6
2470,7
2471,3
2472,0
2473,1
2474,1
2475,7
2476,1
2477,1
2478,5
2479,7
2480,0
2481,3
2482,0
2483,7
2484,5
2485,1
2486,3
2487,3
2488,3
2489,0
2490,7
2491,2
2492,0
2493,2
2494,1
2495,1
2496,7
2497,1
2498,1
2499,1
2500,0
2501,0
2502,4
2503,3
2504,3
2505,3
2506,1
2507,3
2508,3
2509,3
2510,3
2511,0
2512,5
2513,5
2514,1
2515,5
2516,0
2517,7
2518,3
2519,3
2520,1
2521,1
2522,4
2523,3
2524,2
2525,0
2526,0
2527,7
2528,0
2529,0
2530,3
2531,3
2532,1
2533,7
2534,4
2535,1
2536,3
2537,0
2538,1
2539,0
2540,0
2541,5
2542,0
2543,0
2544,6
2545,1
2546,1
2547,2
2548,2
2549,6
2550,2
2551,6
2552,2
2553,7
2554,3
2555,2
2556,0
2557,0
2558,0
2559,3
2560,0
2561,5
2562,0
2563,1
2564,7
2565,0
2566,0
2567,7
2568,1
2569,7
2570,3
2571,0
2572,0
2573,0
2574,7
2575,2
2576,0
2577,7
2578,7
2579,7
2580,2
2581,1
2582,0
2583,0
2584,0
2585,1
2586,3
2587,0
2588,1
2589,0
2590,0
2591,6
2592,7
2593,0
2594,7
2595,7
2596,1
2597,7
2598,0
2599,6
2600,0
2601,2
2602,5
2603,1
2604,0
2605,7
2606,1
2607,4
2608,0
2609,7
2610,5
2611,0
2612,3
2613,3
2614,0
2615,1
2616,7
2617,3
2618,7
2619,0
2620,6
2621,7
2622,5
2623,7
2624,5
2625,3
2626,3
2627,7
2628,7
2629,1
2630,1
2631,7
2632,7
2633,1
2634,1
2635,0
2636,1
2637,5
2638,0
2639,7
2640,1
2641,1
2642,7
2643,0
2644,1
2645,4
2646,1
2647,6
2648,7
2649,1
2650,0
2651,0
2652,1
2653,3
2654,3
2655,0
2656,0
2657,0
2658,3
2659,3
2660,7
2661,0
2662,0
2663,7
2664,7
2665,1
2666,1
2667,3
2668,6
2669,0
2670,0
2671,5
2672,0
2673,0
2674,5
2675,6
2676,0
2677,7
2678,7
2679,3
2680,0
2681,7
2682,5
2683,0
2684,0
2685,7
2686,7
2687,1
2688,3
2689,1
2690,5
2691,1
2692,4
2693,0
2694,0
2695,3
2696,7
2697,0
2698,7
2699,3
2700,7
2701,7
2702,3
2703,6
2704,7
2705,1
2706,0
2707,0
2708,7
2709,7
2710,0
2711,0
2712,0
2713,7
2714,0
2715,3
2716,3
2717,7
2718,4
2719,0
2720,0
2721,7
2722,1
2723,3
2724,0
2725,3
2726,7
2727,7
2728,3
2729,4
2730,0
2731,7
2732,0
2733,3
2734,3
2735,3
2736,0
2737,1
2738,0
2739,3
2740,3
2741,0
2742,7
2743,7
2744,7
2745,2
2746,1
2747,0
2748,2
2749,4
2750,0
2751,0
2752,7
2753,7
2754,0
2755,2
2756,0
2757,0
2758,7
2759,0
2760,7
2761,3
2762,5
2763,3
2764,3
2765,7
2766,0
2767,1
2768,0
2769,0
2770,4
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,7
2780,0
2781,3
2782,4
2783,7
2784,4
2785,2
2786,0
2787,7
2788,3
2789,5
2790,7
2791,7
2792,0
2793,1
2794,1
2795,5
2796,2
2797,7
2798,0
2799,0
2800,4
2801,2
2802,7
2803,7
2804,4
2805,7
2806,1
2807,1
2808,0
2809,7
2810,1
2811,0
2812,0
2813,3
2814,3
2815,5
2816,5
2817,0
2818,1
2819,3
2820,1
2821,6
2822,0
2823,5
2824,1
2825,7
2826,3
2827,7
2828,1
2829,1
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,5
2837,0
2838,0
2839,5
2840,7
2841,0
2842,0
2843,0
2844,4
2845,4
2846,0
2847,1
2848,5
2849,0
2850,1
2851,3
2852,5
2853,7
2854,7
2855,7
2856,0
2857,1
2858,0
2859,0
2860,0
2861,0
2862,0
2863,7
2864,0
2865,7
2866,1
2867,7
2868,1
2869,0
2870,1
2871,1
2872,0
2873,1
2874,1
2875,0
2876,3
2877,0
2878,0
2879,0
2880,0
2881,7
2882,7
2883,6
2884,3
2885,5
2886,1
2887,7
2888,4
2889,7
2890,2
2891,0
2892,7
2893,7
2894,0
2895,4
2896,4
2897,7
2898,7
2899,0
2900,0
2901,0
2902,3
2903,7
2904,3
2905,3
2906,7
2907,0
2908,0
2909,0
2910,0
2911,0
2912,7
2913,0
2914,3
2915,2
2916,0
2917,1
2918,6
2919,0
2920,7
2921,7
2922,0
2923,0
2924,0
2925,2
2926,0
2927,7
2928,3
2929,1
2930,4
2931,7
2932,7
2933,7
2934,0
2935,6
2936,3
2937,0
2938,1
2939,4
2940,7
2941,0
2942,0
2943,0
2944,7
2945,7
2946,0
2947,0
2948,6
2949,0
2950,1
2951,0
2952,3
2953,1
2954,1
2955,7
2956,1
2957,0
2958,0
2959,0
2960,7
2961,0
2962,1
2963,3
2964,5
2965,3
2966,1
2967,1
2968,3
2969,1
2970,0
2971,1
2972,7
2973,0
2974,3
2975,0
2976,1
2977,7
2978,5
2979,1
2980,0
2981,4
2982,7
2983,0
2984,7
2985,0
2986,1
2987,5
2988,3
2989,4
2990,1
2991,1
2992,1
2993,7
2994,0
2995,0
2996,0
